gameid,year,date,league,split,playoffs,game,position,playername,teamname,teamid,result
LOLTMNT03_219798,2025,2025-04-11,LCK,Rounds 1-2,0,2,bot,Berserker,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_219798,2025,2025-04-11,LCK,Rounds 1-2,0,2,sup,Life,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,top,DuDu,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,jng,Pyosik,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,mid,BuLLDoG,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,bot,Berserker,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,sup,Life,DN SOOPers,oe:team:b3c72a20aa56f5d28022ac04a7dc294,0
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,top,Morgan,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,jng,HamBak,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,mid,Clozer,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,bot,Hype,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_220286,2025,2025-04-11,LCK,Rounds 1-2,0,3,sup,Pollu,HANJIN BRION,oe:team:b77b3f6068e20a2b3edc0ecd3dc70d4,1
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,bot,Ruler,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,sup,Duro,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,top,Kingen,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,jng,GIDEON,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,mid,Fisher,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_219847,2025,2025-04-11,LCK,Rounds 1-2,0,1,sup,Lehends,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,top,Kingen,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,jng,GIDEON,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,mid,Fisher,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,sup,Lehends,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,bot,Ruler,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_220342,2025,2025-04-11,LCK,Rounds 1-2,0,2,sup,Duro,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,top,Zeus,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,jng,Peanut,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,mid,Zeka,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,bot,Viper,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,sup,Delight,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,top,Doran,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,jng,Oner,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,mid,Faker,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,bot,Smash,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221513,2025,2025-04-12,LCK,Rounds 1-2,0,1,sup,Keria,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,top,Doran,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,jng,Oner,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,mid,Faker,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,bot,Smash,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,sup,Keria,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,top,Zeus,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,jng,Peanut,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,mid,Zeka,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,bot,Viper,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_221558,2025,2025-04-12,LCK,Rounds 1-2,0,2,sup,Delight,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,1
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,top,Casting,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,jng,Cuzz,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,mid,Bdd,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,bot,Paduck,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,sup,Peter,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,top,Clear,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,jng,Raptor,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,mid,VicLa,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,bot,Diable,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_222019,2025,2025-04-12,LCK,Rounds 1-2,0,1,sup,Kellin,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,top,Clear,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,jng,Raptor,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,mid,VicLa,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,bot,Diable,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,sup,Kellin,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,1
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,top,Casting,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,jng,Cuzz,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,mid,Bdd,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,bot,Paduck,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_221610,2025,2025-04-12,LCK,Rounds 1-2,0,2,sup,Peter,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,0
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,top,Casting,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,jng,Cuzz,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,mid,Bdd,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,bot,Paduck,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,sup,Peter,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,1
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,top,Clear,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,jng,Raptor,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,mid,VicLa,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,bot,Diable,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_221634,2025,2025-04-12,LCK,Rounds 1-2,0,3,sup,Kellin,BNK FEARX,oe:team:5c2e7e9ea8dfcba0150d9a5619baecf,0
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,top,Siwoo,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,jng,Lucid,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,mid,ShowMaker,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,bot,Aiming,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,sup,BeryL,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,1
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,bot,Ruler,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_222610,2025,2025-04-13,LCK,Rounds 1-2,0,1,sup,Duro,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,bot,Ruler,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,sup,Duro,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,top,Siwoo,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,jng,Lucid,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,mid,ShowMaker,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,bot,Aiming,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222628,2025,2025-04-13,LCK,Rounds 1-2,0,2,sup,BeryL,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,top,Siwoo,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,jng,Lucid,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,mid,ShowMaker,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,bot,Aiming,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,sup,BeryL,Dplus Kia,oe:team:ef69efa6acebe94107f0cf1ba716806,0
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,top,Kiin,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,jng,Canyon,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,mid,Chovy,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,bot,Ruler,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_222659,2025,2025-04-13,LCK,Rounds 1-2,0,3,sup,Duro,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,top,Kingen,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,jng,GIDEON,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,mid,Fisher,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,sup,Lehends,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,top,Rich,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,jng,Sponge,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,mid,Ucal,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,bot,Teddy,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_223223,2025,2025-04-13,LCK,Rounds 1-2,0,1,sup,Pleata,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,top,Rich,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,jng,Sponge,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,mid,Ucal,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,bot,Teddy,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,sup,Pleata,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,1
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,top,Kingen,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,jng,GIDEON,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,mid,Fisher,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_222719,2025,2025-04-13,LCK,Rounds 1-2,0,2,sup,Lehends,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,top,Kingen,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,jng,GIDEON,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,mid,Fisher,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,sup,Lehends,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,top,Rich,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,jng,Sponge,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,mid,Ucal,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,bot,Teddy,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_223254,2025,2025-04-13,LCK,Rounds 1-2,0,3,sup,Pleata,DRX,oe:team:101f8589e58c724c1dcd5a9c1555277,0
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,top,Doran,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,jng,Oner,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,mid,Faker,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,bot,Smash,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,sup,Keria,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,top,Kingen,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,jng,GIDEON,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,mid,Calix,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_230058,2025,2025-04-16,LCK,Rounds 1-2,0,1,sup,Lehends,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,top,Kingen,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,jng,GIDEON,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,mid,Calix,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,bot,Jiwoo,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,sup,Lehends,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,1
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,top,Doran,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,jng,Oner,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,mid,Faker,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,bot,Smash,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_229082,2025,2025-04-16,LCK,Rounds 1-2,0,2,sup,Keria,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,0
LOLTMNT03_229092,2025,2025-04-16,LCK,Rounds 1-2,0,3,top,Doran,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_229092,2025,2025-04-16,LCK,Rounds 1-2,0,3,jng,Oner,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_229092,2025,2025-04-16,LCK,Rounds 1-2,0,3,mid,Faker,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_229092,2025,2025-04-16,LCK,Rounds 1-2,0,3,bot,Smash,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_229092,2025,2025-04-16,LCK,Rounds 1-2,0,3,sup,Keria,T1,oe:team:ce499dea30cfce118f4fe85da0227e8,1
LOLTMNT03_229092,2025,2025-04-16,LCK,Rounds 1-2,0,3,top,Kingen,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
LOLTMNT03_229092,2025,2025-04-16,LCK,Rounds 1-2,0,3,jng,GIDEON,Nongshim RedForce,oe:team:5cd2cd09ec94296f605dd13a2924d6c,0
